"","sibs","age","incom16","pasei10","masei10","granborn","reg16east_south_atlantic","reg16foreign","reg16middle_atlantic","reg16mountain","reg16new_england","reg16pacific","reg16south_atlantic","reg16west_north_central","reg16west_south_central","res16in_a_large_city_(over_250,000)","res16in_a_medium-size_city_(50,000-250,000)","res16in_a_small_city_or_town_(under_50,000)","res16in_a_suburb_near_a_large_city","res16in_open_country_but_not_on_a_farm"
"1403",2,35,3,59.1,69.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1404",2,56,3,67.7,84.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1406",2,32,4,83.8,38.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1407",2,64,2,86.5,76.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1409",1,30,3,63.7,69.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1411",3,33,4,76.3,59.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1413",0,76,3,32,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1415",3,60,4,52.4,84.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1416",1,66,4,38.3,20.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1417",1,78,3,14.8,23.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1420",1,63,3,46.5,21.6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1424",2,79,3,39.9,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1426",1,66,3,24,31.9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1429",3,62,3,31.2,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1430",4,61,3,38.8,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1432",1,46,3,32,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1435",1,65,4,58.4,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1436",1,63,3,35.2,26.8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1437",1,61,3,62,41.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1439",2,44,3,23.3,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1441",7,60,5,36.2,24.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1442",3,70,2,41.8,13.6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1451",2,67,2,32.6,20.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1452",1,56,4,53.6,80.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1455",16,68,3,19.7,13.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1456",3,56,4,32,38.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1458",3,43,2,23.3,57.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1464",6,27,2,28.5,41.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1465",2,37,2,23.3,26.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1466",3,72,3,32,69.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1474",2,77,1,39.7,39.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1475",4,48,3,77.4,80.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1478",2,68,3,89.1,25.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1479",2,39,3,26.8,21.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1480",2,51,3,62,52.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1487",1,56,3,46.5,57.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1489",2,26,2,31.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1494",3,63,5,89.1,77.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1495",2,84,2,35.8,21.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1499",2,79,2,65.1,35.8,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1501",2,52,4,69.3,56.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1504",1,54,1,31.2,20.7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1505",2,45,3,92.8,84.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1510",1,37,3,63.7,80.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1511",1,84,4,76.3,80.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1512",3,47,4,73.5,38.1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1517",3,26,2,18.6,12.6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1518",2,70,2,28.7,26.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1522",5,72,2,39.9,12.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524",4,29,2,24,52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1529",2,50,4,39.7,38.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1532",1,29,4,87.9,61.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1534",5,29,2,14,14,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1536",0,51,4,50.4,38.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1537",0,39,4,65.3,21.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1538",1,55,3,41,21.8,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1547",2,57,2,45.4,30.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1548",3,28,2,62.6,10.6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1552",7,53,2,24.1,18.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1553",3,40,1,20.7,26.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1557",1,50,3,50.4,46.5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1560",5,73,5,50.4,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1564",1,49,3,59.1,67.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1565",3,70,3,86.1,38.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1567",2,60,4,83.8,71.8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1571",2,32,2,27.1,76.3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1572",5,31,3,21.4,67.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1573",4,53,2,52,39.7,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1575",1,42,2,67.7,59.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1578",1,59,2,28.3,17.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1588",1,66,2,43,23.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1591",4,62,3,50.4,13.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1593",1,21,5,20.7,28.6,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1595",5,26,4,41.4,82.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1596",6,49,4,89.3,38.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1598",1,35,3,45.1,76.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1600",2,51,2,86.5,45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1601",1,19,4,63.7,21.8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1602",5,37,2,18.8,39.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1605",2,28,3,20.5,21.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1607",2,27,4,77.4,21.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1609",1,49,3,62.6,69.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1610",1,72,3,20.9,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1617",1,29,3,25,37.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1626",2,45,3,80.9,80.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1629",3,67,2,32,31.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1630",4,42,2,39.7,19.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1632",0,44,4,59.4,80.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1633",2,63,3,28.7,26.5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1634",1,51,2,20.7,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1642",3,46,4,62,59.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1643",1,45,3,43,37.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1646",0,55,2,91.1,82.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1647",1,22,3,76.3,84.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1648",2,31,2,23.3,39.7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1652",3,32,3,62.6,65.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1653",3,50,3,31.6,81,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1654",7,41,3,62.6,20.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1655",4,49,3,32,13.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1657",2,40,3,80.7,23.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1661",2,34,3,91.1,75.5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1663",4,76,3,46,13.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1667",1,55,4,28.3,60.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1669",1,77,3,31.6,32.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1675",1,37,3,39.7,57.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1677",1,60,3,38.3,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1679",2,32,3,76.3,21.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1681",3,36,2,25.2,12.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1683",4,66,4,35.2,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1685",6,23,1,39.9,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1689",3,28,3,51.8,14.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1690",3,21,4,20.5,84.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1694",2,64,3,28.7,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1696",3,65,4,38.1,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1697",2,60,2,61.4,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1698",5,78,2,48.4,12.6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1699",9,50,1,25.2,12.6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1700",15,30,4,91.1,91.1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1706",5,24,2,27,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1708",2,40,2,18.6,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1710",4,31,2,58.1,25.7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1711",2,54,3,34.7,43,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1712",6,29,2,65.3,12.6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1713",10,81,2,32,25.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1714",5,59,2,28.3,13.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1717",1,72,4,69.3,34.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1718",2,65,3,31.1,20.8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1728",1,50,3,39.7,65.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1732",3,54,3,18.6,21.6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1736",2,24,2,28.7,31.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1738",5,44,2,59.1,19.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1741",3,55,3,39.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744",3,67,2,62.6,46.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1746",4,55,3,46.6,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1747",4,44,3,50.4,60.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1748",2,45,3,50.4,37.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1751",1,33,3,31.1,31.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1753",1,45,2,29.6,17.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1754",3,38,2,29.5,84.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1755",1,32,4,88,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1757",6,23,2,13.6,67.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1760",4,54,3,67.7,38.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1767",3,45,4,81.5,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1770",3,67,3,46,47.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1776",6,72,3,62,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1777",2,70,3,25,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1781",2,76,3,32,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1786",0,26,3,32,33.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1788",1,69,2,82.5,59.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1789",3,19,3,39.7,21.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1790",1,58,3,27.2,71.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1798",2,31,4,86.6,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1799",2,21,3,69.3,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1800",2,21,4,80.9,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1804",2,70,3,50.1,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1805",2,35,5,46,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1806",3,39,1,20.7,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1818",13,70,1,25.2,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1820",3,71,2,39.7,38.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1823",2,66,3,42.8,84.2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1824",1,29,3,57.1,51.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1825",1,34,3,76.3,69.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1829",1,59,3,84.5,59.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1830",3,70,1,67.7,35.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1832",2,57,4,88.7,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1834",8,72,3,38.3,61.4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1835",4,48,4,41,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1836",2,62,3,80.9,38.8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1838",4,33,4,67.7,67.7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1839",4,68,3,31.1,35.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1840",3,30,3,35.3,29.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1843",1,39,4,35.3,38.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1846",1,78,3,27.1,35.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1849",1,29,1,34.7,65.3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1851",2,31,3,28.7,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1852",0,27,5,85.2,91.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1853",1,46,4,65.3,24.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1854",2,28,3,58.4,80.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1856",3,47,1,39.7,20.7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1862",2,35,3,68,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1864",1,30,3,38.3,21.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1866",3,60,3,26.8,43.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1867",4,51,4,42.2,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1869",5,60,3,38.2,20.7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1872",4,52,2,26.8,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1873",6,44,2,25,24.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1874",1,22,4,86.8,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1875",2,39,2,67.7,84.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1876",5,54,3,32,38.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1877",2,36,3,67.7,67.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1878",1,77,3,65.2,39.7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1880",2,34,3,57.4,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1882",3,38,5,77.4,25.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1883",3,73,2,38.3,25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1888",1,32,4,79.3,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1890",1,42,3,32,38.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1892",1,43,4,80.9,80.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1893",2,55,3,46.5,22.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1894",0,39,1,65.3,62.9,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1895",2,39,3,76.3,75.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1898",2,20,3,33.9,76.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1899",2,34,3,68.6,79.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1901",0,25,1,21.6,21.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1903",4,26,5,78.3,82.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1904",1,61,4,57.8,73.4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1906",4,74,3,80.9,64.2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1910",2,32,4,25.2,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1912",1,79,3,39.7,76.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1913",7,46,4,64.5,38.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1917",1,67,2,31,24.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1918",6,38,4,83.8,84.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1921",1,47,3,61.4,76.3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1922",2,75,3,57.5,41.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1924",4,55,5,91.1,56.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1925",2,32,3,92.8,25.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1926",2,25,3,68.6,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1932",3,61,4,39.7,32.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1935",3,20,2,87.9,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1936",3,35,3,73.5,15.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1941",2,24,2,65.1,38.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1942",2,71,3,62,15.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1944",3,23,4,73,20.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1947",3,73,3,85.2,61.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1949",0,45,4,57.5,84.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1951",3,39,3,79.9,80.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1952",1,27,3,67.7,62.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1955",2,65,3,68.6,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1957",1,26,4,79.3,38.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1961",4,70,2,31.9,38.8,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1963",1,45,3,38.3,46.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1964",1,62,2,23.3,13.6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1965",12,55,3,35.3,17.1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1966",4,49,3,23.3,38.8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1967",1,63,3,33.4,38.8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1971",3,38,5,65.3,21.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1972",1,32,3,32,89.4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1973",10,24,2,23.3,12.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1977",2,53,3,32,41.1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1979",8,72,2,34.7,13.6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1981",2,35,3,37.3,38.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1984",4,53,3,50,25.7,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1990",4,31,2,45.4,19.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1991",2,26,4,67.8,73.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1992",1,36,4,84.5,64.5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1994",2,20,4,80.9,87.3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1995",1,40,2,51.6,38.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1996",1,71,4,23.3,13.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1997",4,62,3,38.8,20.8,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1998",1,32,2,36.2,63.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2000",5,59,4,92.8,71.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2004",4,32,2,71.7,82.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2005",1,22,2,67.7,86.5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2007",3,52,4,39.7,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2008",2,27,4,38.8,80.9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2011",2,28,4,85,89.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2016",1,63,2,65.3,21.8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2022",1,67,2,86.1,17.5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2026",6,70,3,48.4,14.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2027",3,45,3,25.2,41.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2029",5,71,2,50.1,84.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2030",0,43,3,39.2,14,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2032",1,51,4,91.9,82.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2034",2,54,4,84,59.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2035",4,40,3,75.5,41.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2037",2,47,3,28.7,38.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2038",0,88,2,23.3,26.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2040",3,46,3,20.7,76.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2042",2,55,2,62.7,24.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2043",2,28,3,53.7,41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2044",1,56,3,21.5,13.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2045",2,64,2,32,46.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2053",2,29,3,32.6,58.4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2058",2,28,3,67.7,59.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2059",0,26,3,38.3,57.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2064",0,52,5,32,31.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2065",2,49,3,46.2,35.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2066",5,38,3,38.4,84.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2067",7,67,1,25.2,13.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2069",5,55,3,32,20.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2075",2,44,3,33.9,81,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2077",2,59,3,28.3,38.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2081",3,61,4,68.6,67.7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2082",4,74,2,31.2,26.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2084",6,79,1,32,13.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2091",2,49,1,23.3,19.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2092",5,46,3,32,24.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2095",1,37,4,46,39.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2096",3,60,2,43,23.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2097",3,49,4,32,24.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2098",11,55,3,17.5,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
